transaction_id,quality_score,lineage_confidence,risk_score,aml_flag,ofac_flag,transaction_date
78,85.00992649534132,91.6364810302283,92,0,0,2025-01-04
79,88.91760776535503,87.80829345223778,92,0,0,2025-02-19
80,68.12431085399108,82.01765658310661,51,0,1,2025-03-19
81,85.80328112162488,99.40637990168648,51,0,0,2025-02-05
82,91.57112571511746,86.68431843817656,94,0,0,2025-02-16
83,100.0,61.395163556954174,12,0,0,2025-03-08
84,82.81729781726352,71.59376245951597,96,0,0,2025-03-02
85,79.91506397106812,82.76985097368703,42,1,0,2025-03-21
86,82.98242956415463,88.71998779798666,85,0,0,2025-03-06
87,97.15402117702074,84.32093813320125,97,0,0,2025-03-31
88,91.28751109659684,99.62764947752396,89,0,0,2025-02-18
89,82.70239796232961,61.586777631536506,69,1,0,2025-01-22
90,93.13267433113356,86.72305523806192,90,0,0,2025-02-26
91,88.9707754934804,63.18424929535414,57,0,0,2025-03-31
92,97.68644990532889,94.11654754581002,46,0,0,2025-01-18
93,80.97946906122648,83.86649542669596,99,0,0,2025-01-08
94,84.72337853402232,90.03531966428942,92,0,0,2025-03-16
95,84.07891846867842,74.6334044729228,88,0,0,2025-02-18
96,73.36485051867882,100.0,59,1,0,2025-01-24
97,90.96120277064576,97.50069596870621,8,0,0,2025-01-26
98,90.6105527217989,92.00253163614265,5,0,0,2025-01-19
99,88.05113456642461,83.44579303763871,83,0,0,2025-01-16
100,85.65412866624852,91.95828742354159,92,0,0,2025-03-07
101,73.84629257949585,76.51728918415182,82,0,1,2025-02-10
102,83.79354677234642,95.26666790824855,95,0,0,2025-03-23
103,84.57285483473231,100.0,5,0,0,2025-01-25
104,79.9772273077838,97.84732671975024,61,0,0,2025-02-10
105,86.3871428833399,76.24477036231109,39,1,0,2025-02-22
106,92.04050856814538,89.33700780727723,74,0,0,2025-01-17
107,100.0,69.48230147489623,12,1,0,2025-01-03
108,89.74577812831839,91.8686837341081,98,0,0,2025-01-04
109,90.57550390722764,90.40724095435047,37,0,0,2025-03-19
110,87.25554084233833,62.56220392561403,97,0,0,2025-01-05
111,68.81228784700959,71.05859387305163,70,0,0,2025-01-25
112,87.73486124550783,81.6023332390748,99,0,0,2025-01-28
113,88.60230209941027,81.38968303431008,83,0,0,2025-03-06
114,100.0,70.48627677497433,97,0,0,2025-03-01
115,86.07639035218878,89.6677447522262,0,0,0,2025-02-11
116,91.01547342333612,88.01768330728615,92,0,0,2025-02-15
117,87.65288230294756,82.66877041625777,96,0,0,2025-02-27
118,76.31321962380468,75.93050199809964,23,0,0,2025-02-23
119,99.4282281451502,97.58448551699877,16,0,1,2025-03-29
120,95.51933032686775,100.0,70,0,0,2025-02-13
121,95.91031947043047,79.19726219384155,97,0,0,2025-01-01
122,78.9061254520526,77.65399699414215,83,0,0,2025-03-25
123,100.0,90.89449198494395,82,0,0,2025-03-18
124,73.98148937207719,80.70364744303616,23,0,0,2025-01-02
125,93.8685709380027,83.3272335920412,0,0,0,2025-01-01
126,100.0,93.87583782069606,94,0,0,2025-01-08
127,78.09463674869312,62.087726949912486,14,0,0,2025-02-01
128,82.33702270397228,100.0,87,0,0,2025-03-17
129,88.99651365087641,85.8721662919521,97,0,0,2025-02-04
130,82.965243458838,80.06208226525384,34,0,0,2025-02-04
131,72.49336568933867,83.92919014934262,89,0,0,2025-03-09
132,88.68562974806028,84.54915226024623,13,0,0,2025-02-15
133,77.37696286273895,64.2255843586609,86,0,0,2025-01-22
134,92.73592430635182,100.0,27,0,0,2025-03-15
135,78.80575765766197,85.49590758724742,91,0,0,2025-02-20
136,100.0,90.3160255653685,50,0,0,2025-02-10
137,80.16746707663764,96.41859724688851,77,0,0,2025-02-27
138,84.77938483794324,72.7460505092764,85,0,0,2025-03-04
139,96.1351721736967,90.68166278842274,28,0,1,2025-03-29
140,75.69135683566044,81.78830690921448,91,0,0,2025-02-18
141,90.2745993460413,95.16124930259792,50,0,0,2025-03-17
142,100.0,59.473270955782056,89,0,0,2025-02-13
143,71.92516765438772,83.81086839710477,26,0,0,2025-03-09
144,89.84633858532304,77.76615213059246,90,0,0,2025-03-01
145,90.59882794248423,90.18715540760986,21,0,0,2025-03-16
146,95.81822871777311,90.64053024841843,70,0,0,2025-01-23
147,75.63049289121918,76.50848926213568,41,0,0,2025-02-20
148,74.79543386915724,76.45391362988748,92,0,0,2025-03-19
149,93.21941565616898,83.67201557731205,43,0,0,2025-01-12
150,90.96984673233186,74.2402932722175,96,0,0,2025-01-12
151,90.50492850345877,95.10380434542552,96,0,0,2025-03-06
152,91.46448209496975,80.56951359463065,32,0,0,2025-01-25
153,81.1997527842151,50.116141368140305,86,0,0,2025-01-31
154,90.32253697161003,80.50213532053833,14,0,0,2025-03-17
155,90.93072473298682,72.53747414987234,65,0,0,2025-01-14
156,80.85648581973632,65.42469021446865,91,0,1,2025-02-21
157,100.0,70.15088034132913,88,0,0,2025-03-29
158,92.73832920911788,86.31290166199564,87,0,0,2025-03-14
159,76.08696502797352,100.0,47,0,0,2025-01-27
160,94.5655360863383,88.75821368637976,63,0,0,2025-01-12
161,78.25318329772679,77.72195934141112,17,0,0,2025-03-14
162,95.87084603742451,90.47085034204844,91,0,0,2025-03-04
163,99.58595579007404,79.4909162773721,81,0,0,2025-02-26
164,79.7931768164829,76.66479557004226,90,0,0,2025-01-24
165,97.63376129244321,71.14764798120419,41,0,0,2025-03-24
166,92.12780926936499,63.978054318979375,54,0,0,2025-03-19
167,96.2206015999449,80.32091552128665,55,0,0,2025-02-15
168,100.0,86.89664187904158,4,0,0,2025-03-14
169,85.5461188399713,83.84051595982132,56,0,0,2025-02-04
170,80.4626383564251,80.00839686463169,93,0,0,2025-02-02
171,79.10485570374476,73.65104727163863,96,0,0,2025-01-26
172,79.84189715034562,92.29895430021962,81,0,0,2025-03-07
173,87.22898290585896,69.19441696064098,75,1,1,2025-01-06
174,91.41151974816644,94.31233496612171,5,0,0,2025-03-27
175,90.7669079933002,72.9733957728793,96,0,0,2025-02-25
176,96.27183249036024,75.97077715176358,2,0,0,2025-03-08
177,88.13001891877907,67.39857771261188,98,0,0,2025-02-07
178,100.0,78.98317423737237,80,0,0,2025-03-11
179,85.35343166762044,96.70374950173574,56,0,0,2025-01-31
180,100.0,91.18753706132748,97,0,0,2025-02-26
181,94.25667347765007,96.74106534433642,4,0,0,2025-03-25
182,79.42842443583717,91.26571055120723,85,0,0,2025-02-25
183,77.29107501938887,71.75596205763557,83,0,0,2025-02-18
184,92.82472415243186,81.0305293080693,36,0,0,2025-01-02
185,85.7653721467415,75.63761045059044,71,0,0,2025-03-19
186,95.14000494092092,100.0,88,0,0,2025-03-08
187,92.73237624573545,70.63853624288426,91,0,0,2025-03-14
188,87.27171087343127,95.72437227266933,0,0,0,2025-03-05
189,79.53206281931595,95.71544644130523,98,0,0,2025-01-15
190,72.85152775314135,100.0,27,0,0,2025-03-24
191,83.53485047932979,80.08376088844604,38,0,0,2025-03-25
192,96.56398794323472,93.54786591496195,43,0,0,2025-03-13
193,90.14093744130204,100.0,6,0,0,2025-03-15
194,75.54261221288012,77.58829987679565,20,0,0,2025-02-10
195,89.73180925851182,66.57951702961168,99,0,0,2025-01-17
196,91.85317379728836,62.43987959310684,52,1,0,2025-03-18
197,79.16142563798867,93.55254434633598,19,1,0,2025-02-07
198,89.53725105945527,62.402197503296996,17,0,0,2025-01-07
199,88.58208718446,80.53217136474493,91,0,0,2025-01-04
200,76.57029702169376,90.24775824446753,95,0,0,2025-01-08
201,91.57787360348283,87.22210644195897,42,0,0,2025-01-02
202,93.60784526368235,90.10533837021006,3,0,0,2025-02-17
203,98.83051243175277,87.66747826961024,37,0,0,2025-02-10
204,98.53802052034902,100.0,9,0,0,2025-01-25
205,74.22330632042909,73.57220343113444,17,0,0,2025-03-19
206,78.62174960084877,76.87605833849763,71,0,0,2025-01-21
207,93.1503526720866,75.72808665675011,38,0,0,2025-02-08
208,93.1378595091221,94.96230174235131,81,0,0,2025-03-23
209,93.15047686306048,95.80478306074076,42,0,0,2025-01-20
210,100.0,90.4147038318221,98,0,0,2025-02-21
211,93.70890510693167,99.20192400267914,97,0,0,2025-01-03
212,99.35565640180599,70.86350959148344,84,0,0,2025-03-24
213,97.54001763493203,100.0,59,0,0,2025-01-30
214,94.51391251305797,100.0,63,0,0,2025-02-18
215,84.84730755359655,93.82746396694895,68,1,1,2025-02-26
216,95.58969220493267,100.0,91,0,0,2025-03-08
217,80.27174785462428,65.12052150786671,75,0,0,2025-03-04
218,85.63181393259991,78.70662236484817,95,0,0,2025-03-09
219,83.14636452170896,76.17635847181657,98,0,0,2025-03-23
220,88.81874139386322,93.65775188508812,55,1,0,2025-03-02
221,100.0,72.39831112477425,84,0,0,2025-02-13
222,69.32734807408252,94.08994179204983,15,0,0,2025-03-24
223,94.86260190374513,100.0,33,0,0,2025-01-19
224,71.87284128810349,93.342434801008,68,0,0,2025-03-25
225,83.28068134210567,88.40501228393802,34,0,0,2025-02-25
226,98.88950596967366,73.14551990919101,96,0,1,2025-03-02
227,88.64280019095463,74.83778840649562,26,0,0,2025-02-14
228,77.22255222070694,99.99542686356,75,1,0,2025-02-18
229,80.84696290740033,94.35218804686399,86,0,0,2025-01-11
230,94.79597748934675,84.53176576746947,90,0,0,2025-01-23
231,80.69633368282864,79.98508545080931,63,0,0,2025-01-28
232,90.16458589581976,60.69030552266348,95,0,0,2025-03-17
233,88.45571839903813,72.14977097578674,84,0,0,2025-01-18
234,81.48399652394183,100.0,73,0,0,2025-01-15
235,100.0,69.6345331479704,11,0,0,2025-03-17
236,94.33919022318011,87.27375785465297,77,0,0,2025-01-06
237,67.74857413342393,97.08932767834239,94,0,0,2025-01-19
238,89.86454314769428,69.94092798397249,86,0,0,2025-02-28
239,81.38213535231613,87.216525697373,94,0,0,2025-03-04
240,96.52433334796224,96.25498645012786,80,0,0,2025-03-11
241,80.07479261567299,85.149991862887,19,1,0,2025-02-22
242,86.85263558533102,100.0,2,0,0,2025-03-06
243,93.04987278980457,64.97680889346165,50,0,0,2025-02-17
244,96.65755194170121,97.70474235860655,90,0,0,2025-03-02
245,75.99703592944223,82.92637915124243,93,0,1,2025-01-16
246,84.65498764159051,94.2630418580401,49,0,0,2025-03-25
247,83.25054688839043,90.29568582039096,80,0,0,2025-02-28
248,81.46670767426288,76.20212563468004,70,0,0,2025-03-30
249,100.0,87.74795670951208,68,0,0,2025-02-06
250,92.04981710960955,62.705182583220555,38,0,0,2025-02-09
251,75.39116045664954,92.23897000685673,22,0,0,2025-03-23
252,97.17861947054776,88.5779015918863,32,0,0,2025-03-30
253,100.0,92.66392202371723,9,1,0,2025-01-08
254,98.32465260551147,97.6974199010458,33,0,0,2025-01-19
255,72.80630034045987,89.41143808251653,1,0,0,2025-03-20
256,83.15765927133748,86.77707303757931,87,0,0,2025-02-08
257,100.0,74.42717996006449,52,0,0,2025-02-24
258,80.92330534381219,76.45335083621138,99,1,0,2025-03-11
259,92.43819428146229,99.24081544212797,32,0,0,2025-01-03
260,95.74634053429337,100.0,57,0,0,2025-02-08
261,78.73069528421917,82.14267476425535,59,0,0,2025-01-12
262,87.404746439382,85.5520329670393,1,0,0,2025-02-25
263,55.58732659930927,74.1446275000748,94,0,0,2025-02-25
264,77.7561235866571,99.07308214320933,5,0,0,2025-02-28
265,85.4743184860684,92.98500188430134,98,0,0,2025-03-27
266,75.5221681803515,100.0,96,0,0,2025-03-18
267,100.0,74.46012307384314,82,0,0,2025-02-25
268,73.69858622039368,80.4639052117814,83,0,0,2025-03-26
269,83.59955513303017,87.77735107030686,88,0,0,2025-02-25
270,89.30740577286092,92.75787445270925,64,0,0,2025-02-17
271,100.0,82.41198834942841,88,0,0,2025-03-13
272,73.6413784882056,74.5244669145556,7,1,0,2025-02-25
273,99.63163752154959,95.57689034708285,9,0,0,2025-02-28
274,88.10233061019586,93.65362435054698,76,0,0,2025-01-06
275,78.18491348952048,74.0047107932353,83,0,0,2025-02-22
276,92.6210347426327,100.0,96,0,0,2025-02-05
277,89.9905969557347,99.04238451035924,17,0,0,2025-02-01
278,81.99783122841205,86.61155796697352,94,0,0,2025-01-01
279,88.69802084990019,85.95517434851244,35,0,0,2025-02-26
280,84.14686403138239,91.64869325339089,65,0,0,2025-01-04
281,89.13517345251248,74.6595631569249,52,0,0,2025-02-12
282,94.62130674521046,85.36037774996899,66,0,0,2025-03-23
283,100.0,59.17139746468983,25,0,0,2025-03-18
284,75.62184501173151,95.51746774603522,81,0,0,2025-03-09
285,100.0,66.26208133069768,93,0,0,2025-01-11
286,68.47912200477498,100.0,73,0,0,2025-03-14
287,86.48214904964416,81.0385588724026,80,0,0,2025-03-06
288,93.88317206484577,82.45999621682587,95,0,0,2025-02-03
289,90.80991867735032,77.46719312698593,90,0,0,2025-03-06
290,81.77300480179406,81.54353351293508,80,0,0,2025-03-26
291,85.91877749642725,100.0,42,0,0,2025-01-29
292,83.06999065341168,55.14629612157905,96,0,0,2025-03-10
293,82.10635243055789,100.0,84,0,0,2025-01-07
294,96.49602097021025,89.05628177322049,36,0,0,2025-03-02
295,91.57015485965047,70.51574022571342,44,0,0,2025-03-06
296,81.07090404739346,72.09625128340915,93,0,0,2025-02-01
297,96.9959987543325,100.0,7,0,0,2025-01-30
298,91.07299520876609,73.65391744068722,99,0,0,2025-03-23
299,96.1286211883896,71.15979387284848,21,0,0,2025-01-04
300,94.29628841923612,98.64777450837676,93,0,0,2025-02-01
301,79.71004989077927,89.06263451543097,65,0,0,2025-02-15
302,82.3981895980303,73.74489308156322,80,0,0,2025-01-04
303,95.47293605123262,87.59949970485543,96,0,0,2025-02-16
304,94.10370265433465,72.69096779631667,68,0,0,2025-02-09
305,87.79098406035853,98.20985678107127,82,0,0,2025-02-19
306,89.17327383308782,97.7364515784776,8,0,0,2025-03-28
307,100.0,91.38407438586331,0,0,0,2025-01-09
308,82.0842861116417,89.3399327349642,40,0,0,2025-03-03
309,93.47097381170038,100.0,90,0,0,2025-03-18
310,85.97807347566106,84.9962359286587,20,0,0,2025-03-17
311,85.82318796772779,70.81751049495038,18,0,0,2025-02-28
312,98.9877685198719,90.39368695398768,68,0,0,2025-01-08
313,96.2541634898803,100.0,88,0,0,2025-01-10
314,96.13509636000639,72.82288608176978,91,0,0,2025-01-28
315,100.0,80.66244679967217,29,0,0,2025-01-03
316,88.21003841632759,89.99735245721743,13,0,0,2025-01-25
317,94.81952971294965,84.35314181193112,98,0,0,2025-02-09
318,84.89733243406543,73.21235703547222,43,0,0,2025-01-01
319,91.24166352488442,98.46229427476565,95,0,0,2025-01-12
320,86.69856945632316,100.0,95,0,0,2025-02-08
321,88.96995964992718,87.35357750828689,92,0,0,2025-03-30
322,93.95157025436913,74.151180523168,28,0,0,2025-03-09
323,79.81779316766527,66.4124736993583,94,0,0,2025-03-22
324,100.0,88.09571177465418,92,0,0,2025-01-09
325,77.93982618500299,98.24652811979509,85,0,0,2025-02-17
326,75.85811387212269,90.70201295794458,56,0,1,2025-02-23
327,99.58110873500068,84.97115390897375,43,0,0,2025-01-21
328,95.91662693962935,77.92874017852833,20,0,0,2025-03-19
329,94.24119817052156,71.89403640738293,81,0,0,2025-03-26
330,94.2834550926428,95.01701591589858,85,0,0,2025-02-25
331,87.87753227153085,95.96525945662702,59,0,0,2025-02-01
332,79.02745628514168,66.4512425597112,79,0,0,2025-01-03
333,88.75804558193727,100.0,60,0,0,2025-03-15
334,81.22838288487888,91.88885465072802,88,0,0,2025-03-09
335,97.7511973341775,100.0,96,0,0,2025-03-05
336,86.52942618497862,68.89446701817862,27,0,0,2025-03-05
337,79.74502803207488,68.61011013501474,63,0,0,2025-03-21
338,84.78614158347007,83.21236828279244,23,0,0,2025-01-10
339,92.12931454275625,91.03341312274233,87,0,0,2025-01-04
340,82.36275447196026,100.0,91,1,0,2025-01-25
341,79.77779604433569,93.47294696578157,97,0,0,2025-02-18
342,90.43687211491913,82.0878246782556,46,1,0,2025-03-07
343,90.44966571108722,72.6835695080093,98,0,1,2025-02-07
344,82.9305682462887,99.7600068726298,10,0,0,2025-01-13
345,83.28961694381677,73.42353489099142,86,0,1,2025-03-31
346,90.32049937357637,100.0,9,0,0,2025-03-28
347,73.51915658502676,81.58738420472189,96,0,0,2025-01-01
348,73.92536225623445,100.0,82,0,0,2025-01-04
349,80.81555778747564,93.14717548071134,89,0,0,2025-01-25
350,85.86552848288153,83.3560541266905,94,0,0,2025-02-23
351,91.10907565598005,78.76724353808648,25,0,0,2025-03-05
352,100.0,80.90910547184704,6,0,0,2025-03-09
353,96.5765962320202,90.13980030850286,96,0,0,2025-01-12
354,86.40061470036574,85.9258779546126,52,0,0,2025-02-21
355,87.80983792097311,77.87426310317554,21,0,0,2025-03-01
356,77.97470635362191,83.01242307618841,78,0,0,2025-01-25
357,87.8148686400761,85.9429243566298,85,0,0,2025-01-24
358,85.11341361079862,59.45519086702225,5,0,0,2025-02-15
359,91.22718560338089,90.49801737746438,45,0,0,2025-02-25
360,79.72769056447677,73.24334530339831,5,0,0,2025-03-21
361,93.19346514241172,71.16001116153106,70,0,0,2025-02-12
362,100.0,64.75186783467147,96,0,0,2025-01-20
363,86.91239851543142,63.473290025585314,99,0,0,2025-02-02
364,92.01711722098942,68.73462996265253,87,1,0,2025-02-20
365,94.90143991711112,76.49174850843411,26,0,0,2025-03-30
366,83.98779528114164,100.0,97,0,0,2025-03-26
367,90.24092481810416,78.68944388925755,81,0,0,2025-03-27
368,88.12592400781794,87.13300127521637,25,0,0,2025-01-17
369,88.97676098548831,89.80577663807594,97,1,0,2025-03-06
370,80.26990216144533,86.57278223459018,92,0,0,2025-03-29
371,88.24510174258943,84.07067847128808,91,0,0,2025-03-27
372,92.9799829124545,70.65647483680907,90,0,0,2025-02-01
373,100.0,100.0,33,0,0,2025-02-22
374,97.59270826085206,100.0,35,0,0,2025-03-21
375,100.0,64.80809567052776,90,0,0,2025-02-14
376,80.3265243711195,72.71165690936344,36,0,0,2025-03-14
377,96.72320636720679,81.64227589147593,73,0,0,2025-01-24
378,89.83342005738352,73.4255464610777,93,0,0,2025-02-15
379,100.0,91.07158664147039,93,0,0,2025-02-23
380,79.91701714644849,76.26073357112064,75,0,0,2025-03-07
381,79.60278157819224,100.0,93,0,0,2025-03-28
382,82.00607354555977,99.28658313212316,94,0,0,2025-03-30
383,66.76104275690193,87.55088836758658,88,0,0,2025-02-25
384,82.74244978319238,97.32383515983679,38,0,0,2025-03-15
385,80.40867338446301,98.2708050922877,45,0,0,2025-02-13
386,89.50393786476208,78.23263014330108,52,0,0,2025-02-20
387,91.4175597577716,75.20539306549642,19,0,0,2025-03-01
388,100.0,85.93771675563578,45,0,0,2025-01-21
389,97.5042383818605,95.33963349397533,34,1,0,2025-03-31
390,82.23096344337597,86.66872478384101,75,0,0,2025-01-18
391,79.01585328651642,66.07604221370804,97,0,0,2025-03-16
392,92.91919171506505,75.3661066725899,17,0,0,2025-01-23
393,74.79766792979358,84.11232563686747,91,0,0,2025-01-26
394,100.0,84.09201274809004,90,0,0,2025-03-30
395,99.79440120721287,100.0,15,0,0,2025-03-26
396,83.30824347895295,68.36814469121202,97,0,0,2025-01-16
397,70.86865470909123,91.0670709020305,84,0,0,2025-03-02
398,100.0,100.0,60,1,0,2025-02-24
399,86.85460154747382,100.0,92,0,0,2025-03-07
400,100.0,80.14723092179247,42,0,0,2025-02-25
401,72.05572341205632,90.8971534326424,90,0,0,2025-01-01
402,82.00624977046228,91.83712428638377,6,0,1,2025-03-22
403,88.05243699718183,87.3457807786395,94,0,0,2025-01-13
404,88.46980593764742,83.81385758512833,74,0,0,2025-02-06
405,83.49934528520757,90.23170467400055,87,1,0,2025-03-25
406,94.22849932347499,54.61304697736378,36,0,0,2025-03-08
407,77.32379570617405,93.18483388075157,89,0,0,2025-03-17
408,86.57620514978707,86.51413484394361,92,1,0,2025-02-10
409,89.20295631711899,82.33030123866081,78,0,0,2025-03-26
410,93.14438834058748,100.0,86,1,0,2025-03-17
411,95.11614878088889,76.90079177451338,76,0,0,2025-03-29
412,76.75357908162131,80.16308813121964,96,1,0,2025-01-24
413,72.65885829264377,100.0,80,0,0,2025-02-22
414,100.0,75.01526434180172,95,0,0,2025-03-23
415,91.32314011979592,78.39861660476153,93,0,0,2025-03-02
416,80.51513463443446,83.23569491882981,68,0,0,2025-03-05
417,100.0,95.08881378555459,38,0,0,2025-03-16
418,89.15674634292859,87.49363008823975,67,0,0,2025-02-05
419,99.79297184063826,69.48849583417285,94,0,0,2025-02-13
420,88.67518481410109,78.61397724247372,37,0,0,2025-03-24
421,100.0,77.71174680145346,82,0,0,2025-03-24
422,100.0,84.07334745732345,93,0,0,2025-03-16
423,85.51035851520926,90.11012390355795,58,0,0,2025-02-13
424,97.71570950954356,90.01846907065567,88,0,0,2025-02-01
425,94.45375949585147,63.68785895141917,40,0,0,2025-02-15
426,100.0,97.76729185073027,18,0,0,2025-02-27
427,78.35076539419896,88.03082615195949,93,0,0,2025-01-16
428,94.8605145999844,100.0,16,1,0,2025-02-11
429,98.58424486849587,90.33037992748807,45,0,0,2025-03-12
430,70.41260513576886,98.21587549282914,95,0,0,2025-01-05
431,76.16741487334225,90.59854373740153,57,1,0,2025-02-18
432,67.60767822239899,100.0,99,0,0,2025-01-27
433,85.30593165555442,91.26700763221334,99,0,0,2025-01-04
434,95.17542255795962,83.82501704268515,44,0,0,2025-01-18
435,100.0,100.0,6,1,0,2025-03-29
436,88.74094780419775,95.66844546735871,90,0,0,2025-01-24
437,100.0,91.88493305205296,75,0,0,2025-03-14
438,74.19898541785109,69.68434700153998,16,0,0,2025-02-20
439,70.96617560644845,69.54030859043755,90,0,0,2025-03-12
440,87.44452301103381,88.51258578570224,5,0,0,2025-03-08
441,91.84065448939307,86.74625437321889,95,0,0,2025-01-26
442,87.67305251905907,77.63052921990021,23,0,0,2025-03-28
443,67.32557899960123,86.69179239534472,21,0,0,2025-02-10
444,87.10879960487212,100.0,29,0,0,2025-02-04
445,74.95530499495146,93.34482969460359,98,0,0,2025-03-07
446,94.69672548830039,71.30789788296714,90,0,0,2025-03-13
447,91.66598246096848,83.66189407428467,93,1,0,2025-01-31
448,78.60120213672644,75.34040222976927,66,0,0,2025-03-05
449,82.86133082663306,80.34760100309727,56,0,0,2025-03-15
450,77.40786478111049,80.0366120124443,39,1,0,2025-02-18
451,87.37320902726829,79.26825300875194,80,0,0,2025-01-09
452,97.55142320501238,69.93837553631926,83,0,1,2025-03-14
453,78.14273953664457,83.46814382178172,87,0,0,2025-03-28
454,93.04046515517844,78.27270835783229,42,0,0,2025-01-03
455,82.69742381627559,49.84661571997278,98,0,0,2025-03-12
456,80.07127167737656,100.0,28,0,0,2025-01-18
457,86.92969640045442,98.06523585060006,98,0,0,2025-03-26
458,77.64757677580626,80.48439130090004,2,0,0,2025-03-07
459,82.46350694652818,85.22582859688718,80,0,0,2025-03-13
460,76.02122107411151,70.94014783218925,55,0,0,2025-02-22
461,100.0,100.0,74,0,0,2025-02-04
462,88.35263551971728,100.0,84,0,0,2025-02-13
